age,marital,address,income,ed,employ,jobsat,gender,reside
34,1,7,29,1,14,5,f,3
44,0,11,26,1,0,1,m,1
34,0,2,26,4,0,1,f,3
58,0,19,194,2,28,5,f,1
42,1,6,36,5,8,5,m,3
39,1,6,69,1,21,5,m,4
59,1,20,283,5,31,4,m,2
38,0,2,26,1,4,3,f,2
45,0,14,21,1,3,1,m,1
30,1,1,24,1,4,3,f,4
34,1,13,52,2,5,2,f,4
50,0,18,62,2,9,2,m,1
51,0,10,62,1,16,3,m,2
34,1,14,73,2,13,4,f,2
29,1,10,15,3,5,3,f,3
47,0,11,132,2,27,4,f,1
41,1,7,83,3,14,3,m,2
46,0,22,57,2,10,3,f,1
56,1,23,60,3,21,4,m,2
23,1,2,70,4,0,3,f,3
55,1,23,93,1,25,5,f,2
60,0,3,75,1,30,4,m,1
41,0,12,178,4,14,2,m,1
53,1,2,69,1,26,4,m,2
48,0,19,29,1,6,3,m,1
46,1,24,36,2,1,2,m,2
19,1,0,16,2,0,1,f,5
70,1,10,15,2,10,4,m,2
40,0,2,42,3,14,5,m,1
38,1,1,43,1,14,2,f,2
33,1,11,46,4,2,2,m,4
37,1,13,30,2,5,3,f,6
20,1,1,21,3,0,2,f,5
36,1,5,23,1,4,3,f,2
52,1,9,24,1,3,3,m,2
61,0,38,173,2,21,4,m,1
41,0,14,49,3,4,3,m,1
61,0,36,549,4,30,5,m,1
26,1,0,19,1,5,2,m,4
27,0,3,33,3,2,4,f,1
47,0,16,83,1,18,3,f,1
42,0,7,76,1,24,5,f,1
33,1,2,46,2,12,3,f,3
41,1,21,60,1,13,4,f,2
66,0,7,36,4,5,4,f,1
55,0,34,27,4,13,4,m,1
57,0,27,34,2,16,1,f,1
48,0,7,91,2,22,5,f,1
55,1,26,137,5,16,4,m,2
39,0,5,35,3,7,3,m,1
60,0,30,53,2,21,5,f,1
46,1,0,51,4,14,3,m,6
40,0,16,62,3,11,4,f,1
34,0,3,46,4,1,2,m,1
34,1,4,35,2,8,5,f,2
35,1,3,55,1,16,4,f,4
28,0,5,37,4,0,1,m,1
62,1,35,505,2,42,5,m,2
53,1,17,83,1,24,4,f,2
55,0,13,177,3,21,3,f,1
31,1,5,20,3,3,3,m,4
49,1,29,111,1,17,2,f,3
59,0,23,333,3,35,5,m,1
30,0,9,35,2,2,2,f,1
28,0,9,28,1,3,3,f,2
66,0,23,92,3,21,4,m,1
55,1,27,109,2,23,3,m,7
63,1,43,9,2,2,4,f,2
31,0,0,20,2,4,4,m,1
37,0,14,27,4,3,2,f,1
34,1,11,25,1,3,4,f,2
65,0,35,58,2,38,5,m,1
26,0,6,60,4,1,3,m,1
54,0,13,30,1,3,2,m,1
45,0,24,75,2,9,2,m,1
39,1,5,50,3,9,1,m,5
65,0,3,42,5,7,3,f,1
35,0,2,86,2,12,4,m,1
47,0,12,37,2,0,1,m,1
57,1,22,39,1,18,4,m,2
44,1,0,99,3,20,2,f,2
47,1,28,198,5,11,5,m,3
28,0,6,41,3,2,1,f,1
30,0,8,52,4,7,2,f,2
18,0,0,24,2,0,1,m,2
38,1,19,27,2,7,4,m,5
34,1,4,114,1,9,5,m,3
49,0,2,127,1,20,4,m,1
58,1,10,379,2,35,5,m,2
46,1,18,67,4,6,3,m,4
54,0,35,88,1,12,2,m,1
31,0,2,31,2,1,2,m,1
37,0,14,60,3,13,1,m,1
29,0,3,55,4,4,4,m,3
28,0,5,34,2,8,3,f,1
34,1,1,163,4,6,1,f,6
51,0,19,141,2,32,5,m,1
57,0,16,172,2,38,4,f,1
32,1,6,50,1,9,5,f,3
48,0,7,55,3,6,4,f,1
25,0,0,23,3,2,5,m,1
31,0,2,68,2,10,5,f,1
49,1,28,39,2,7,3,f,2
36,0,0,38,4,12,3,m,1
57,1,4,57,1,17,3,m,2
67,0,12,396,3,43,5,f,1
44,0,9,49,2,16,1,f,1
26,1,7,19,1,4,5,f,4
60,0,6,129,1,34,2,f,1
32,1,10,33,3,4,3,f,6
35,1,6,65,2,10,3,m,2
53,0,9,135,1,35,3,m,1
38,1,8,51,1,17,3,f,6
40,1,15,59,4,8,2,f,2
33,1,2,82,4,3,5,f,6
60,1,37,332,5,12,4,f,3
46,1,1,47,2,13,4,f,2
56,0,22,99,4,17,4,m,1
45,1,26,28,3,4,3,f,4
30,1,3,53,4,5,2,m,2
40,1,5,71,2,17,3,f,7
41,1,3,38,1,5,1,m,3
65,1,28,92,1,13,5,f,2
55,1,18,26,2,6,3,m,3
45,1,23,37,1,1,1,f,2
73,1,14,9,3,7,5,m,2
40,0,10,186,3,4,5,f,2
59,0,29,27,1,8,5,f,1
52,1,9,27,1,1,1,m,5
19,0,0,15,2,0,1,m,3
36,1,13,85,5,7,4,f,3
30,0,8,42,1,12,1,m,1
31,0,2,48,4,5,4,f,2
47,1,4,29,4,17,4,f,6
41,1,10,125,4,1,1,m,4
25,1,6,26,4,0,1,f,6
28,1,9,30,3,0,1,f,8
39,0,2,62,4,5,4,m,1
44,0,14,26,3,2,1,m,2
51,1,18,32,1,3,3,m,4
49,1,16,110,2,21,5,m,2
31,0,10,48,2,12,4,m,1
25,0,1,50,3,0,2,f,2
37,0,5,42,2,12,5,f,2
51,1,20,46,1,15,4,f,3
37,1,14,20,2,1,3,f,2
54,1,25,34,1,10,2,m,2
48,1,24,154,4,21,3,m,3
54,0,34,42,3,11,4,f,1
29,1,9,24,3,2,2,m,7
49,0,11,34,2,17,2,m,2
21,1,2,59,3,0,1,f,4
36,0,9,44,3,0,1,m,1
44,0,1,25,4,14,3,m,1
33,1,1,41,1,14,3,f,5
65,1,38,18,4,4,1,m,2
62,1,32,40,3,12,4,f,2
61,1,32,253,2,22,5,f,2
44,1,18,171,1,23,3,f,3
49,1,5,69,2,3,5,f,2
61,0,3,136,2,21,5,f,1
69,0,26,107,2,29,5,f,1
35,1,9,28,2,2,4,m,3
49,1,20,61,2,23,5,f,3
32,1,11,19,3,7,2,m,4
50,1,12,20,1,2,2,m,2
52,1,14,98,3,21,4,m,2
43,0,22,111,3,10,2,m,1
27,1,8,48,3,5,3,f,4
51,0,21,51,2,8,2,m,1
23,0,0,55,4,0,1,m,3
45,0,13,27,3,4,5,f,1
37,0,0,40,3,1,3,f,1
26,0,4,19,2,5,4,f,1
31,0,8,32,4,2,2,m,3
35,0,11,43,5,6,2,m,2
52,1,16,80,2,31,5,f,4
31,0,3,47,2,11,2,m,2
25,0,5,34,4,0,1,f,3
60,0,17,26,1,1,1,m,2
39,1,11,27,5,4,4,m,3
51,0,24,36,2,1,3,f,1
55,0,35,193,3,30,5,m,2
43,1,17,94,5,3,3,m,2
50,1,3,35,1,10,4,f,5
56,1,14,80,4,17,3,f,4
66,1,28,30,1,8,3,m,2
53,1,18,37,1,6,4,m,2
30,1,10,23,1,2,1,f,2
44,0,5,109,4,13,4,m,1
42,1,0,62,3,10,2,f,4
42,0,8,62,3,15,3,f,1
28,0,8,37,2,6,2,m,3
65,1,38,135,3,16,4,f,2
41,0,1,97,4,6,4,f,1
52,0,28,89,3,19,2,f,1
33,0,4,32,3,0,1,f,1
24,0,1,38,1,3,2,m,1
42,0,11,27,4,3,5,f,1
28,0,0,21,1,5,3,f,1
34,0,2,41,3,11,2,m,1
66,0,38,27,1,5,1,m,1
29,1,0,47,4,1,1,m,3
43,0,5,47,3,4,2,f,1
65,0,32,40,2,12,3,m,1
28,1,0,18,1,4,2,m,2
32,0,11,29,2,7,3,m,5
37,0,11,43,3,6,1,f,1
59,0,8,822,3,33,5,m,1
41,0,15,74,3,20,3,f,1
65,1,21,68,3,22,2,m,4
50,1,23,230,3,23,3,f,2
22,0,1,19,1,1,2,f,3
40,0,5,245,4,2,4,m,1
29,1,10,28,4,0,1,f,4
42,0,2,44,3,3,3,f,3
45,1,24,30,2,0,3,f,2
37,1,17,134,1,17,5,m,4
51,0,10,49,1,15,3,m,1
38,0,12,49,5,5,2,m,1
49,1,23,24,3,0,1,m,3
24,0,1,17,2,2,1,m,1
33,0,1,72,2,9,1,m,1
47,0,26,52,3,7,3,m,1
41,1,13,25,3,3,2,f,3
30,1,4,61,1,10,4,m,5
41,1,17,54,3,10,2,m,4
55,1,4,102,2,31,3,m,2
38,1,5,83,2,16,5,m,6
36,1,11,45,2,10,3,f,4
30,1,6,26,2,2,3,m,4
37,1,11,29,2,2,1,f,2
50,1,14,80,3,24,5,m,6
43,0,7,40,2,5,2,m,4
27,1,6,32,2,8,3,f,4
28,0,6,34,3,3,4,m,1
50,0,30,56,1,13,3,m,1
30,0,6,31,3,2,3,m,1
59,1,33,23,2,0,1,m,2
33,1,10,36,3,10,1,f,5
34,0,2,46,4,6,4,f,1
59,0,27,46,2,7,2,m,1
72,1,38,23,3,35,3,m,2
45,1,9,90,2,12,1,f,2
42,1,18,36,3,8,4,m,4
25,1,0,26,1,6,1,m,5
62,0,10,171,1,36,3,f,1
58,0,30,100,1,36,4,f,1
41,1,9,45,2,16,4,m,6
43,0,0,42,3,15,1,m,1
54,0,2,133,2,19,5,f,1
54,1,2,40,2,16,4,f,2
34,0,7,44,4,6,4,m,4
38,1,19,23,3,0,1,m,6
43,1,22,40,2,15,4,m,3
46,1,18,128,1,25,4,f,2
24,1,4,45,3,1,1,m,5
22,0,0,31,2,1,2,m,2
36,0,0,25,4,0,1,m,2
28,0,6,23,2,0,1,m,1
53,0,34,47,3,29,4,f,1
70,0,15,24,1,16,2,f,2
38,1,2,140,4,13,3,m,4
48,0,3,102,1,21,5,f,1
36,0,3,67,2,12,1,f,2
47,1,0,83,2,21,5,f,3
59,0,38,73,1,19,4,m,1
31,1,3,37,1,11,3,m,2
31,1,2,39,4,2,2,f,6
35,1,15,72,4,9,5,f,4
70,0,6,21,1,23,3,m,1
23,0,1,54,3,1,2,f,1
39,1,11,109,3,11,4,m,2
43,0,1,152,5,14,4,m,1
56,1,9,207,1,40,5,m,3
46,1,14,42,1,5,4,m,4
25,0,4,14,3,0,1,m,1
49,0,27,38,3,5,3,m,1
42,0,22,35,4,0,1,m,1
22,1,3,18,2,0,1,f,6
35,1,3,31,1,6,2,m,5
37,0,13,41,5,6,3,m,2
39,1,8,36,1,8,1,f,4
42,0,1,165,2,18,5,f,1
62,0,15,126,1,31,4,m,2
49,0,20,42,4,4,5,m,1
49,1,0,44,1,13,4,f,2
61,1,25,130,5,25,5,m,2
50,0,11,73,4,15,4,f,1
47,0,9,51,4,14,2,f,1
35,0,9,36,2,17,3,m,1
35,1,1,37,2,11,4,f,4
43,1,6,66,2,20,3,m,4
52,1,25,52,4,11,5,m,5
42,0,8,28,2,7,4,f,1
57,1,3,94,2,17,4,f,2
47,0,0,56,3,6,2,m,3
41,0,2,25,3,5,2,m,1
65,0,27,13,2,35,3,f,2
29,0,0,50,3,5,1,m,1
50,1,21,62,2,17,5,m,2
46,1,5,53,4,17,5,f,3
29,1,9,47,4,3,2,f,4
54,0,23,25,4,3,2,f,1
27,1,1,26,1,1,3,m,4
45,1,9,169,4,19,5,m,2
39,1,16,42,4,11,3,f,2
26,0,4,26,2,0,1,f,3
64,1,40,12,1,18,2,m,2
42,1,11,156,4,16,5,f,3
27,1,6,38,3,5,2,f,5
28,0,6,28,2,8,4,m,1
36,0,14,28,4,3,1,f,1
24,1,3,36,3,1,1,f,4
42,0,2,32,3,1,3,m,1
29,0,6,23,2,6,2,f,3
27,1,0,32,2,8,3,f,5
66,0,13,19,1,41,5,f,1
67,1,35,149,5,24,2,f,2
58,1,4,74,2,22,3,m,2
40,1,20,21,4,8,2,f,2
45,0,6,49,4,1,1,f,1
64,0,26,51,3,19,4,f,1
32,0,9,30,3,0,3,f,2
38,0,2,23,5,6,1,f,1
34,1,2,56,1,13,4,m,5
29,0,3,23,2,5,3,f,5
26,0,2,53,2,5,1,f,1
39,1,18,19,1,1,3,m,6
34,0,12,31,2,3,4,f,1
30,1,6,29,1,7,4,m,5
49,1,21,68,1,18,4,m,4
42,1,0,51,3,3,3,f,4
42,1,21,31,2,4,3,m,4
27,0,4,23,2,7,4,m,1
36,0,17,25,2,4,2,f,1
31,0,11,54,3,10,3,f,2
36,0,0,56,2,13,5,m,1
52,1,29,81,2,17,3,m,2
52,1,22,184,4,28,5,m,2
47,1,8,137,1,27,5,f,2
46,1,2,102,5,4,2,m,4
58,1,13,29,2,7,2,m,2
32,0,2,47,3,8,5,m,4
34,0,0,45,3,11,4,f,3
37,1,12,27,2,8,2,f,3
55,0,14,100,1,16,3,f,1
34,0,4,36,4,7,4,m,1
44,0,9,34,3,6,1,f,1
32,0,2,61,4,7,3,m,1
49,0,30,105,3,20,4,m,1
24,0,0,22,4,0,3,m,1
31,1,11,30,5,0,1,f,3
29,0,6,24,1,9,3,m,1
31,1,0,82,4,0,1,m,6
42,0,5,33,1,11,5,m,2
44,1,3,38,3,5,4,f,5
39,0,7,30,1,5,4,f,1
41,0,6,121,4,12,2,f,2
30,1,2,18,5,0,1,m,3
43,1,9,156,3,19,5,m,4
47,1,15,36,2,17,2,f,2
52,1,24,237,1,32,4,m,5
44,0,11,22,2,2,3,m,1
29,1,1,74,4,3,2,f,3
39,1,14,26,1,6,1,m,2
46,1,17,90,5,7,5,m,2
51,0,13,67,3,19,5,m,1
44,1,13,140,3,22,5,m,4
26,0,7,32,1,8,3,m,1
35,0,2,51,4,0,1,f,1
31,1,8,26,4,0,2,m,5
40,0,21,128,3,12,4,m,1
66,0,8,165,1,39,2,m,1
46,1,25,38,3,7,3,f,5
52,0,5,323,3,29,2,f,1
51,1,18,16,1,3,2,m,4
66,1,30,39,1,24,5,f,2
66,1,13,55,1,15,1,m,2
40,1,0,38,2,9,3,f,4
47,0,7,143,4,23,5,f,1
31,0,10,32,4,5,4,m,2
24,1,0,30,4,0,2,m,4
49,1,20,39,2,0,1,f,5
58,0,6,153,2,26,3,m,1
45,1,18,96,4,15,3,m,2
37,0,7,66,1,16,4,f,1
25,1,6,32,4,0,3,f,4
33,0,14,23,1,4,4,m,1
31,1,8,41,5,4,4,m,3
20,0,1,15,2,0,1,m,5
41,0,3,59,4,14,4,f,1
50,0,4,27,1,1,2,f,1
53,1,29,29,2,1,1,m,3
51,0,18,39,2,8,5,f,1
33,0,0,40,4,0,1,m,1
57,1,9,27,1,11,4,m,2
41,1,14,26,4,7,1,m,2
65,1,39,97,1,29,4,f,2
54,0,24,187,2,35,5,f,2
35,1,15,61,3,10,2,f,5
46,1,3,97,4,12,5,f,2
47,1,18,97,2,18,2,f,2
62,1,8,266,1,31,4,m,2
38,0,19,65,5,9,2,m,1
38,1,12,45,1,0,1,f,7
43,0,8,33,4,11,4,m,1
34,0,11,32,2,2,2,m,1
44,0,16,30,4,1,1,m,1
59,1,24,18,2,37,4,f,2
30,0,11,32,1,10,2,f,1
35,1,14,20,4,0,1,m,2
40,1,7,30,4,4,3,f,8
44,1,16,104,2,20,5,m,4
44,1,20,53,4,1,3,f,2
33,1,6,32,2,3,3,f,4
24,0,1,16,1,0,2,m,1
55,0,17,60,4,14,2,f,1
44,1,5,205,1,26,5,f,3
38,1,16,50,3,14,5,f,2
27,1,3,41,1,9,4,m,5
37,1,6,34,2,10,1,f,2
34,0,9,24,1,10,1,m,3
59,0,0,24,1,3,3,f,1
47,0,16,107,3,14,4,f,1
62,0,36,20,4,0,3,f,3
60,0,16,259,1,36,5,m,1
37,1,2,31,1,0,1,f,5
64,1,26,83,2,23,5,f,3
57,1,26,141,5,4,3,m,3
51,0,3,48,5,13,2,m,2
45,0,17,40,4,10,5,m,2
43,0,19,32,2,1,1,m,1
48,1,5,69,5,3,4,m,2
35,0,1,21,2,0,1,f,1
33,0,0,46,1,13,4,m,1
18,1,0,25,2,0,1,m,4
41,1,17,48,1,3,1,f,4
60,1,0,36,1,17,5,m,4
46,0,1,63,1,10,3,f,1
61,0,31,65,1,23,5,f,1
46,0,10,82,3,12,2,m,1
54,0,0,62,1,19,5,m,1
57,1,29,92,2,11,4,f,2
36,1,0,77,5,4,2,f,2
27,0,3,34,2,1,1,m,1
58,1,20,58,1,14,2,f,4
35,1,0,27,4,0,1,f,2
27,0,6,25,3,0,1,m,1
37,1,3,189,4,5,2,m,3
33,0,5,18,2,1,4,m,1
52,1,5,185,1,31,5,f,4
52,1,31,34,2,12,2,m,2
64,1,33,50,3,25,3,m,5
46,0,2,23,3,0,2,m,5
30,1,2,20,1,3,1,m,2
33,0,13,39,2,14,1,m,1
39,1,4,57,1,9,4,m,4
51,0,24,302,4,23,4,m,1
74,1,20,16,1,33,5,m,4
31,0,7,18,2,10,1,m,1
53,0,32,228,4,28,5,f,1
34,0,6,32,1,11,3,f,1
53,1,7,137,5,17,5,f,2
45,0,21,86,3,21,5,m,1
33,0,3,46,4,7,3,f,1
58,1,12,160,1,26,3,m,3
27,0,0,31,3,6,4,f,1
29,1,8,23,1,2,1,f,3
44,0,12,131,4,21,4,m,1
36,1,5,104,3,15,3,f,5
65,0,5,10,4,8,2,m,1
53,0,20,65,2,15,2,f,1
50,1,1,95,4,16,4,m,5
30,0,1,59,4,3,1,m,3
36,0,1,91,2,10,4,f,1
47,0,17,69,4,12,3,f,1
45,0,7,128,4,18,3,f,1
21,1,0,19,3,0,2,f,5
24,0,1,18,3,0,3,m,1
46,0,8,83,1,13,4,f,2
40,1,12,20,4,1,2,f,2
41,0,12,54,2,13,2,m,1
24,1,2,26,1,7,2,m,4
64,1,25,12,1,9,3,m,2
43,1,18,32,2,8,5,m,2
45,0,14,130,4,14,1,m,2
66,1,3,77,5,13,3,m,3
44,1,5,146,5,15,5,f,5
32,1,2,53,3,9,4,f,4
27,1,8,27,4,1,1,f,3
37,0,1,38,1,14,3,f,1
46,1,20,34,1,6,2,f,2
30,0,5,31,3,8,5,f,1
27,1,5,25,1,2,4,f,7
53,1,19,49,3,2,5,m,5
45,1,23,26,1,7,4,m,4
21,0,1,36,3,0,3,m,1
54,0,6,52,2,7,3,m,1
33,0,13,45,4,2,1,f,2
48,0,18,76,1,16,5,m,2
70,1,31,60,3,15,1,m,2
26,0,7,14,4,2,2,m,1
52,1,6,208,4,26,3,m,2
34,1,8,19,4,0,1,f,3
36,0,16,68,4,7,3,m,2
38,1,16,74,1,19,4,m,2
31,0,0,85,4,0,1,m,5
43,1,16,36,5,3,3,m,5
53,0,23,160,4,20,3,f,1
45,1,14,63,2,8,4,f,4
39,0,16,30,1,5,2,f,1
57,1,2,156,2,32,4,f,2
51,1,12,154,4,23,5,f,2
47,1,17,172,1,29,4,f,5
55,1,21,27,3,8,4,m,4
51,1,20,109,2,19,3,m,2
54,0,24,646,2,32,4,f,1
39,1,6,60,3,6,2,f,5
38,0,10,88,4,4,2,m,1
42,1,1,71,2,14,5,m,4
69,0,8,14,3,39,4,f,1
51,0,24,56,2,16,2,f,1
32,1,3,19,3,1,2,m,2
34,1,2,21,3,0,3,f,4
56,1,19,17,3,17,3,f,3
35,1,15,19,1,4,3,f,5
25,0,4,27,4,1,2,m,1
32,0,8,43,3,7,3,m,1
23,1,0,20,2,2,3,m,2
43,1,12,70,4,2,5,m,2
19,1,0,17,1,3,3,f,3
36,1,6,68,2,14,2,m,5
41,1,4,87,1,22,4,f,4
25,1,4,45,2,4,2,m,5
38,1,1,27,3,3,2,f,5
26,1,0,17,1,4,2,f,4
35,1,9,37,3,2,3,f,3
45,1,21,84,4,8,2,f,2
36,1,7,20,5,3,3,m,3
47,0,23,88,4,16,3,m,1
71,1,31,102,1,29,3,m,2
52,0,26,52,2,13,3,m,1
21,1,0,27,3,0,1,m,4
47,0,14,129,2,28,5,m,1
24,0,0,20,3,1,3,m,2
54,0,3,28,2,19,1,m,2
35,0,6,35,2,4,2,m,1
34,1,11,22,4,3,4,m,3
28,0,5,38,1,8,1,m,4
36,1,13,62,5,6,1,m,5
29,1,5,26,1,1,1,f,3
35,1,14,28,4,6,2,f,4
42,0,0,50,1,14,5,m,2
28,1,6,45,5,1,1,m,4
49,0,20,66,3,17,5,f,1
36,1,11,27,1,9,4,m,4
57,0,23,27,1,13,2,m,1
44,1,15,99,4,1,1,f,3
47,0,10,44,4,11,3,f,1
42,0,16,148,2,18,3,m,2
25,1,6,15,1,0,3,m,3
34,1,0,29,1,1,1,f,3
46,1,7,36,2,13,4,f,3
28,0,4,22,1,7,4,f,5
47,1,5,46,1,14,2,m,2
35,1,10,45,2,14,3,m,3
39,0,10,43,4,6,3,f,1
29,0,5,35,2,10,3,m,1
36,0,13,57,2,14,4,m,2
43,0,17,128,4,17,5,f,1
56,0,1,365,3,27,2,m,4
43,1,9,60,1,17,5,f,2
59,0,7,131,2,17,2,m,1
34,0,4,30,4,9,3,f,1
51,0,8,275,4,27,4,m,1
62,1,23,57,2,26,3,f,2
43,1,9,70,2,2,2,f,6
54,1,20,58,4,5,5,f,2
26,1,5,26,4,1,3,f,2
59,0,17,128,2,18,1,m,2
55,0,30,27,3,2,1,f,1
69,0,38,49,4,13,3,f,1
66,0,36,71,1,33,5,m,1
44,1,8,43,3,2,5,f,2
30,1,5,24,4,6,3,f,3
63,1,10,189,3,33,3,m,3
41,1,15,46,2,8,3,f,4
33,1,1,93,5,5,4,m,2
35,0,0,34,3,10,4,f,1
56,0,27,244,1,39,4,f,1
41,1,15,67,3,18,5,m,5
33,1,7,53,2,14,5,f,4
39,0,7,28,2,4,2,m,1
34,0,12,48,4,1,1,m,1
50,1,24,310,2,30,5,m,2
26,1,4,22,2,4,5,f,3
24,1,5,27,1,1,1,f,5
24,0,3,18,2,1,1,f,3
36,0,1,51,4,6,3,m,1
28,0,3,30,4,4,4,m,1
25,1,6,21,2,5,1,f,3
31,1,4,43,3,3,4,f,6
70,1,11,21,2,31,2,m,2
55,0,22,127,2,21,5,m,1
52,0,31,103,2,27,5,f,1
27,0,2,18,2,3,4,m,1
67,0,12,78,4,36,2,m,1
57,1,34,57,3,6,4,m,2
49,0,3,75,5,7,3,f,1
38,1,1,23,4,5,4,f,2
32,1,6,27,3,5,2,f,2
32,1,7,12,4,1,1,m,4
33,0,0,38,3,2,2,m,1
58,0,18,53,3,0,4,f,1
38,0,3,73,2,18,3,m,2
49,1,21,94,2,17,2,m,4
25,0,3,24,4,0,1,m,4
52,1,17,73,4,17,2,m,5
30,0,3,35,2,1,1,m,2
52,1,31,42,1,12,4,f,2
40,0,17,98,5,3,3,f,4
48,1,18,275,5,20,5,f,2
24,0,4,25,1,2,1,m,1
36,1,7,25,4,2,4,f,3
22,1,2,22,1,1,4,f,5
34,1,12,33,3,8,3,f,2
28,0,7,33,4,2,1,f,3
30,1,3,24,1,0,2,f,5
45,0,22,35,5,7,5,f,1
50,0,15,45,2,1,1,m,1
36,0,7,20,2,1,2,m,1
34,0,0,36,4,1,4,m,1
45,1,19,175,2,17,5,f,3
73,1,19,96,2,44,5,m,2
25,1,1,21,1,6,3,m,4
50,0,22,31,1,7,2,f,1
37,1,6,93,4,5,1,f,4
44,0,13,90,2,15,4,f,1
61,0,9,46,3,6,2,f,1
46,1,0,66,4,16,5,m,4
40,0,0,20,3,7,3,f,1
20,1,1,14,1,4,1,m,6
34,1,9,20,3,0,2,f,5
50,1,19,45,1,10,3,m,2
45,1,17,100,2,21,4,m,3
45,1,25,236,4,15,1,f,6
26,0,0,28,3,0,1,f,3
28,1,3,55,1,10,4,f,5
70,0,7,36,4,31,4,f,1
35,1,11,19,1,1,4,f,5
50,0,3,32,4,8,2,f,1
31,0,9,28,2,1,2,m,1
63,1,1,1033,4,27,3,m,4
55,0,15,95,1,18,3,f,1
28,1,7,65,4,5,5,m,4
32,0,9,57,4,6,2,m,1
35,0,4,61,4,10,2,f,1
26,0,7,28,4,1,2,m,1
32,0,11,47,4,8,1,f,1
44,1,1,79,3,14,5,f,4
44,0,16,61,4,1,3,f,1
40,0,18,28,3,0,3,f,1
62,0,3,44,1,4,3,m,1
52,0,2,31,4,6,2,m,1
54,1,23,47,1,4,4,m,2
46,0,20,128,2,21,5,m,1
56,1,18,47,1,13,4,m,2
38,1,16,28,4,4,2,f,2
48,1,3,79,3,9,2,f,3
35,0,7,82,2,11,5,m,2
45,1,25,69,3,14,4,m,3
31,0,4,37,3,0,1,m,2
35,0,11,33,4,5,1,f,1
66,0,24,14,5,6,2,m,1
45,1,11,54,3,13,5,f,2
51,0,13,46,2,6,4,f,2
38,0,14,55,3,14,3,f,1
42,1,5,62,5,3,3,m,4
54,0,13,65,2,20,4,f,1
45,1,18,44,5,14,5,m,2
63,1,37,382,2,35,3,f,2
20,1,0,23,2,1,1,f,5
22,0,1,21,2,1,2,f,2
47,1,25,65,4,3,4,f,4
54,0,15,124,4,29,3,m,1
57,1,22,48,1,11,4,m,3
47,0,19,53,2,17,5,f,2
53,0,29,278,5,25,5,f,2
39,0,13,71,3,5,3,f,3
39,0,10,90,3,18,5,f,1
45,1,3,118,4,11,2,m,2
63,1,14,31,4,2,4,m,2
41,0,6,41,1,20,2,f,1
31,1,0,24,3,2,3,m,5
34,0,2,24,4,0,2,f,1
36,0,9,32,1,8,5,f,1
63,0,3,90,1,25,4,f,1
20,1,0,19,3,0,1,f,2
37,0,7,33,1,11,4,m,1
29,0,8,45,2,7,4,m,1
33,1,6,50,2,6,3,f,3
37,0,10,23,1,1,1,f,1
55,1,15,64,1,3,5,m,4
19,0,0,27,2,0,1,m,2
59,0,7,17,2,2,1,f,4
42,0,5,45,2,18,5,f,1
29,0,5,54,2,9,3,f,4
28,0,2,30,2,5,5,m,3
47,0,6,43,4,3,2,m,1
40,0,17,73,4,15,3,f,1
32,0,5,26,2,1,3,m,1
46,0,25,75,2,18,2,m,1
40,1,20,62,2,22,5,m,4
29,0,4,29,3,7,5,m,1
50,1,15,291,3,25,4,m,7
48,1,22,37,2,2,2,f,2
45,1,26,135,2,23,4,m,2
37,1,12,20,1,3,3,m,4
37,1,7,117,4,4,1,f,3
35,0,11,27,2,0,1,f,1
43,0,20,136,2,23,1,m,1
35,1,13,60,1,15,3,f,2
59,1,35,15,1,41,5,m,2
42,0,18,31,2,5,2,m,2
39,1,10,40,2,3,3,m,2
51,1,17,68,1,15,3,f,3
21,1,0,17,3,0,1,m,2
45,0,22,180,3,17,5,m,1
46,0,19,49,1,12,2,m,1
32,0,0,26,2,2,4,m,1
21,0,0,24,3,0,1,m,1
27,0,1,26,3,4,3,f,4
39,1,11,49,1,8,1,m,4
41,0,2,50,3,0,1,f,1
25,1,0,23,2,0,1,m,2
32,1,9,44,3,3,4,f,4
58,0,34,31,3,0,1,m,2
31,1,0,13,2,7,2,f,5
52,1,8,119,3,20,2,f,2
34,1,4,50,3,4,3,f,8
29,0,2,20,3,1,1,m,1
59,0,0,47,4,1,3,f,1
24,1,0,23,4,0,1,m,6
48,1,15,129,2,28,5,f,4
42,0,3,59,2,3,1,m,1
39,0,0,106,3,15,5,m,2
28,0,4,18,3,4,2,f,1
35,1,5,49,1,19,4,m,5
48,1,6,39,1,12,4,f,4
36,1,12,40,1,12,3,f,2
24,1,5,32,4,0,1,m,5
46,1,23,62,4,19,3,m,4
23,0,3,27,3,0,2,f,1
44,1,23,275,5,10,5,f,4
43,0,6,25,1,1,2,f,1
49,1,17,53,4,8,5,m,4
65,0,16,75,3,21,4,m,1
44,0,21,56,3,5,3,m,4
23,1,1,19,1,4,3,m,2
59,0,39,38,1,2,2,f,3
34,0,10,47,1,12,5,m,1
32,0,9,93,5,0,1,m,1
31,1,9,31,3,8,5,m,2
71,1,32,21,2,12,4,f,2
27,0,2,45,2,6,1,m,1
48,0,8,54,3,4,1,m,1
20,1,0,19,1,2,1,f,4
55,0,0,27,3,3,5,f,1
50,0,30,215,2,14,4,m,1
29,1,8,86,2,3,3,m,2
40,0,1,27,3,2,1,f,1
40,0,13,67,2,9,3,m,2
29,0,2,44,3,1,3,m,2
52,0,9,40,3,16,3,f,1
38,0,1,85,1,21,5,m,1
